,logFC,p.value,FDR
PDSS1,-0.00271131795636526,0.0393603294016598,0.284832921802062
GINS2,9.39666790892318e-05,0.0394171094697468,0.285099093151045
CLK1,-0.0121818285830861,0.039456245703177,0.28516256576833
CCAR2,0.000780701896450714,0.0394658910115681,0.28516256576833
GDI2,0.00823467865550757,0.0395212479653197,0.285417888041336
FMC1,-0.010119106816263,0.0395664044273587,0.285599322286798
HERPUD1,-0.000227158275647023,0.0396089194371737,0.285761515939447
AC124319.1,-0.000158156421380361,0.0397862200032529,0.286895474135748
PLEKHM2,-0.00186196489046281,0.0398718076909184,0.287269585709623
NPEPPS,-0.0116258042201227,0.0398784027861493,0.287269585709623
NUTF2,-0.0057939729820562,0.039900589353357,0.28728424334417
SLC25A24,9.71735290841022e-05,0.0399769748980221,0.287626868785973
PARP14,0.01344721581956,0.0399885279134258,0.287626868785973
SLC1A5,0.00298725339233909,0.0402343407906088,0.28924899763536
EPB41,0.00817542016609395,0.0403298042892939,0.289789158240007
RABGGTA,0.000435814784507516,0.0404630012402788,0.290599771124138
RPS4XP2,-0.00012819618478261,0.0405392772414912,0.291000975002366
PDE1B,-0.0018748940621616,0.0406128156398899,0.291382133750513
BRPF3,-0.000397746603709362,0.0406390745182234,0.291423866364081
MASTL,-0.00312060610241061,0.0407128976740068,0.291691065330578
CD160,0.00881766879379364,0.040724462728762,0.291691065330578
ZNF83,-3.70269352537346e-05,0.0407377182290391,0.291691065330578
QARS,-0.0129726688210089,0.0408001894950611,0.29193179501252
ANO8,-0.0051686286111502,0.0408122942943288,0.29193179501252
SH3BP2,0.00738853983073592,0.040838282783747,0.291971193262336
AL355032.1,-0.0273152453439303,0.0409863468970336,0.29288288790181
SEC62,-0.0177760358536428,0.0410467518661048,0.293102039864011
MTMR4,-0.00475769620890076,0.0410581350735431,0.293102039864011
YWHAQ,-0.0016082540535735,0.0411883307544639,0.293884305923743
POGLUT3,-0.00209560140830304,0.0412323584749265,0.2940512768477
TNIK,0.00726912514093555,0.0412643015944968,0.294131941765573
CREBRF,0.00701211181122817,0.0413638451278619,0.294694141000899
RAN,-0.000343904432794028,0.0414549902538416,0.295195974554828
NR1H2,0.00328748941522446,0.0415657085298854,0.295836615477806
NDUFB3,-0.0158624225012557,0.0416496990265122,0.296271712021087
ELOF1,-0.00275398623618434,0.0416684050646942,0.296271712021087
CDCA7L,-0.00636347419870473,0.0416949378171079,0.296312579023276
ABI3,0.00623670088428517,0.0417183735868058,0.296331407002244
SLC7A5,0.00023234883639189,0.041793681770376,0.296718489700439
BAIAP2-DT,-0.0027055417560177,0.0418627354757834,0.297059710278726
ATP5MC3,-0.00897805493965991,0.041883418747211,0.297059710278726
CDK18,-0.00167047807092804,0.0419464390955656,0.297270946663812
RPL21P99,0.000974133230645878,0.0419549063333046,0.297270946663812
AC024619.4,-0.00728872113154539,0.0419844269061698,0.297332334810907
TPI1,-0.000460013266905956,0.0420652588437331,0.297756866969344
LINC01597,0.00102608814565624,0.0420942606344017,0.297814282681901
RPL27,-0.00998275442175172,0.0422079750343344,0.298470680599936
MTND4P24,-0.00485270058158639,0.0422853920808683,0.298869880765919
POGZ,-0.00620222652882635,0.0423610801563492,0.299128235172565
RPL23AP24,0.00225719071056541,0.0423639104105926,0.299128235172565
USP5,-0.00182500445688325,0.0424617863744434,0.299216098931786
BLOC1S1,-0.00613566842691173,0.0424671612772914,0.299216098931786
SMG1P5,-0.00358949473653672,0.0424716411890591,0.299216098931786
LINC01521,-0.0025176894319741,0.0424727386873913,0.299216098931786
USP48,-0.00338936758378328,0.0424812979964881,0.299216098931786
RPL9P32,-0.00496777587157558,0.0425085497194208,0.299260190024723
BTF3,-0.0255577266829115,0.0425707416749612,0.299550095418681
TMCO3,0.00146518315546349,0.0427357930664901,0.300438218545047
RCCD1,0.00018201225451679,0.0427391068468964,0.300438218545047
GTF2H5,-0.00705159806997742,0.0427714243891591,0.300517213450888
TBL1X,0.00654119977949147,0.0428007987477255,0.300575461550529
RPL7AP66,-0.0220753209308946,0.0429150973159033,0.301229752503948
DUSP8P5,0.000518920478338434,0.0429771608896809,0.301451637948001
STOML2,-0.00212551479398466,0.0429889997157889,0.301451637948001
CC2D1A,-0.00284911566297678,0.0430308701050612,0.30159689489565
ARL6IP1,0.000788654790560059,0.043109158667325,0.301997133150558
PABPC1,0.00860601562236934,0.0433744022877552,0.303706030950019
FOSB,0.0105789769172377,0.0434607840716601,0.30416148145586
AC074051.1,0.000537573998318382,0.0434986442747158,0.304277072021761
ZHX2,-0.00155219827697011,0.0438333928070497,0.306468292230162
AC011979.1,-0.00156155653810021,0.0439290492373964,0.306986532317806
ID2,0.0191251606419488,0.0440178804170584,0.307456591487302
TAPBP,0.019191297549205,0.0441008921722302,0.307885562589282
AC108066.2,-0.00560016896514763,0.0442306312946462,0.308640176082465
RPL24P7,-0.00447930765266743,0.0443249254398412,0.309064181981495
SLC17A9,-0.000398147046398363,0.0443537817013242,0.309064181981495
AC008771.1,-0.00265942955792968,0.044356433525122,0.309064181981495
AC007406.5,-0.00135985735703294,0.0444736875970624,0.309729795009146
ZNF529,-0.00168147089564464,0.0445903660695315,0.310262701604236
RAP2C,0.00128628987476615,0.0446254267400519,0.310262701604236
LRRN3,-0.00824830921904312,0.044632020705334,0.310262701604236
GAB3,0.0107597433125658,0.0446372615733929,0.310262701604236
LAMTOR4,-0.00548774351596482,0.0446664272814612,0.310314126376467
HIST1H4E,0.000145030303957708,0.0450000713769854,0.312347328010882
SMURF1,-0.000477353829736872,0.0450029048635207,0.312347328010882
GTSF1,-0.00304248743799488,0.0450433598288458,0.312475979425803
EP400,0.000450457190477602,0.0451457961988543,0.313034275588943
RPL34P34,-0.0108931566745185,0.0452321542746906,0.313480598609621
RPS4Y2,-0.00193042457221092,0.0453747042739268,0.314315735728426
SLC15A4,0.00701788820348568,0.0454280781279111,0.314532628359155
SLC38A7,-0.00196944162809849,0.04546654344234,0.314646137531068
TMEM189,0.000714916305541414,0.0455063519709282,0.31476882760677
AC010761.1,-0.001104438483321,0.045554981436281,0.314952383780612
NOP53,-0.0116865529135599,0.0456597412842553,0.315523641177093
STK38,0.00137788491755827,0.0456897289512004,0.315577895314105
PAFAH1B1,-0.00847750814957762,0.0458652416985091,0.316380539005312
AC107956.1,0.00877654555309045,0.0458693458852575,0.316380539005312
CHD4,-0.0118896491691295,0.0458725150199201,0.316380539005312
SNHG5,-0.0239095278258444,0.045915608031683,0.316524617069474
TSEN15,0.00203029616785388,0.0459660538333347,0.316664411834184
ERI1,0.00429417985411889,0.0459803123244081,0.316664411834184
RNF157,0.00474904273359085,0.046178469754923,0.317875550374786
C4orf3,-0.0161190370895042,0.0463063598711867,0.318602059036504
GPR183,0.00746852252455731,0.0464355272710317,0.31925172261166
RGS10,-0.0202160904575078,0.0464455718782676,0.31925172261166
RPS23P5,-0.0011393161436358,0.0464835260362638,0.319358625143603
PRNP,0.00168789619249523,0.0466469701056641,0.320327170436584
NFKBIA,0.0152125928920391,0.0467429496404202,0.320736139811667
YARS,0.00879198830419633,0.0467515220628959,0.320736139811667
OSBPL3,0.0028440161981933,0.0468081665546394,0.320970284946099
C22orf34,-0.00419138424020875,0.0469598818377305,0.321668997256767
MIR4458HG,-0.00233282198478025,0.0469629992552146,0.321668997256767
MBTD1,-0.00744777565235504,0.0469777533872467,0.321668997256767
GGT7,-0.00453416809847939,0.0470181906298893,0.321791322909122
TRRAP,0.000601469198568982,0.0472992804374779,0.32355976099649
CCNI,-0.0289015077259064,0.0473489541438529,0.323744215959121
CSTF2T,-0.00281226292987143,0.0475266612971085,0.324803491587526
STAU1,-0.00468742399354279,0.0475646610464944,0.324907430703797
RPL4P3,-0.00418329997575675,0.0476848764471196,0.32557260470792
MZB1,-0.0071935082919135,0.0477168600118703,0.325635019784214
NPIPB6,-0.00329745590579819,0.0477899680886232,0.325977887593977
SAP18,-0.00624127349789449,0.0478171005455757,0.32600697531216
COX7A2L,-0.00761229253755362,0.0478532841699202,0.326097714687563
PDE3B,0.00900964269422605,0.0479937729875991,0.326898818782233
RPS20P2,-0.0253141553314477,0.0480372484651934,0.327038688691402
IL6R,-0.00430150053487333,0.0482062152346312,0.327942276529897
AL353678.1,-0.0226733753879114,0.0482159800509725,0.327942276529897
PDP1,-0.00160997895728576,0.0482916546192271,0.328075039343228
SLC43A1,0.000516328623191473,0.0483030471541404,0.328075039343228
AL353763.1,-0.000538544848345188,0.0483932430192488,0.328075039343228
DDX59,-0.00220672942968704,0.048398743535775,0.328075039343228
SEM1,-0.0110432818828672,0.0484122032877394,0.328075039343228
ATXN10,-0.00319932646581904,0.048420085677171,0.328075039343228
TECRP1,0.000988376089440584,0.0484258669887288,0.328075039343228
CALM3,-0.016187162134402,0.0484529365706071,0.328075039343228
FHOD1,0.0029791004630934,0.0484538928979954,0.328075039343228
AC016712.1,-0.0179023570680512,0.0484656308120678,0.328075039343228
TBCEL,0.000669482007624335,0.0485959011671665,0.328800743730007
GPR174,-0.00851939426058046,0.0487029329792498,0.329058362558802
QSOX2,-0.0034349377533914,0.0487041458270856,0.329058362558802
IFI16,0.00411908082651242,0.0487047090470554,0.329058362558802
PTPN6,0.00624466392814161,0.0487263049496093,0.329058362558802
RN7SL404P,0.00136801608634489,0.0490339345955858,0.330979058520204
GNPTAB,0.000897081433206248,0.0491235362529567,0.331409534557743
CCDC127,9.85361951157008e-05,0.0491442028658157,0.331409534557743
LCOR,-0.00313881581419739,0.0492151700948569,0.331697706338727
RNF44,-0.0131633400119622,0.0492334698802432,0.331697706338727
ATAT1,-0.00216099515602274,0.0492719105556529,0.331799885158899
COG6,-0.00143943528218081,0.0493655112435478,0.332273242817761
BRD1,0.00448130228817382,0.0494279961502055,0.33253681600629
MIF-AS1,-0.000808975286752908,0.0496848663436033,0.333966551366787
RPL34P27,-0.0150773703872513,0.0497092520486881,0.333966551366787
PBRM1,-0.0132932873733624,0.0497107899831876,0.333966551366787
DSCC1,-0.000500850958286159,0.0497554251218381,0.334108968693794
AL512844.1,0.00120546988379286,0.049821160230511,0.334392872055633
NDUFB7,-0.0111607316780322,0.0498681314360586,0.334517811333083
UBALD1,-0.000795686981973984,0.0498867050290498,0.334517811333083
GATB,-0.00168656787878834,0.0499612186208319,0.334859958936803
AP000766.1,-0.000719107461984337,0.0500397771968144,0.335228883326027
ATL2,-0.00361498805816385,0.0500837887440069,0.335364149602415
TSC22D1,-0.00127492956720959,0.0501070173017076,0.335364149602415
AL355581.1,0.00455895379320263,0.0501718402504957,0.335640429193368
GGACT,0.000548552232932069,0.0502330579396269,0.335892342395554
CRYBG1,0.0103362063633864,0.0502849210536176,0.336081497674811
TMSB4X,0.00329785065873897,0.050323410830618,0.336181136270521
DSTNP1,-0.00198829339647907,0.0504327300273957,0.336705050016878
FAM111B,-0.00209946251995779,0.050449073150677,0.336705050016878
CENPM,0.00453490695444695,0.0507060510943945,0.338261798971309
HMGN2P15,-0.00162204091775721,0.0507617037936364,0.338474672255417
AKAP8L,-0.0104615454962061,0.0508385413832967,0.338828539485871
SMARCD1,-0.00532942747394314,0.0508727538835002,0.338898121197747
MED29,0.00197148351651644,0.050913080147211,0.339008346837291
LRCH1,-0.000546419854577922,0.0510001585381989,0.339429626573559
ZNF565,0.000326640324222319,0.0510544550669269,0.339632436506817
ATAD3C,0.000782677597274807,0.0511613398962243,0.340184730205492
SLC7A6,-0.0080582218446452,0.0512320872745261,0.340496333886081
ATP5PBP6,-0.00249531970305495,0.0512725839023839,0.340606689707542
RBM43,0.00160472002919532,0.0513367692077017,0.340874234664647
ABHD17AP1,-0.000781583999842047,0.0514321491521982,0.341348565322969
ZNF43,-0.00751646674849997,0.051517664139704,0.341757012552639
AC010969.2,-0.00237230982873981,0.0516274731659813,0.342326166257781
ZNF460-AS1,0.000745750346038009,0.051684173707865,0.342542808172628
ATP5ME,-0.0104695358161764,0.0517639133699054,0.342911872212533
TIPARP,0.00405360246556852,0.0517996532993792,0.342989251015304
SLC23A2,0.00378511039968808,0.0518739125210883,0.343024899720577
NME1,0.00221450876915538,0.0518766457808894,0.343024899720577
AL121835.1,-0.000638268934790603,0.0519001247239327,0.343024899720577
HEBP2,-0.00484110972816236,0.0519012842801125,0.343024899720577
AL079342.1,-0.00595576908412008,0.0519330628143186,0.34307587742397
OS9,-0.00215090794095534,0.0521015844171915,0.344029730176694
AC007688.2,-0.0124246756637481,0.0521599245604274,0.344255502098821
PSMB6,-0.00542405519516193,0.0522410294568467,0.344631242913839
GNG7,-0.00278500681829376,0.0523902221858927,0.345373982563838
ZMIZ1,-0.00646474749283879,0.0524161455322299,0.345373982563838
PNKP,-0.00237619392926992,0.0524262975777319,0.345373982563838
RASSF1,0.00370500604801062,0.0525989246405947,0.346249006202874
BEND5,-0.00206785591777439,0.0526076983330124,0.346249006202874
ZNF530,0.0015042920167671,0.0526481824427194,0.346355555562255
CISH,0.00527883306513952,0.0526727809729139,0.34635754868536
SPATA5,0.000627234182588569,0.0527399716562699,0.346639481757392
ZKSCAN2,0.000816441541483872,0.0527650453429613,0.346644463783067
WAC-AS1,-0.00665702299957447,0.0528029577481153,0.346733747423828
POLE,-0.0011028978060978,0.052852841232867,0.346817251778091
RFC3,-0.00249357126150112,0.0528643299743121,0.346817251778091
USP49,-0.00345493218102833,0.0529493472781839,0.347215222998063
CCNG2,-0.0114150368589598,0.0530770160835306,0.34776922557629
TMSB4XP8,-0.00554630708577748,0.0530826202899836,0.34776922557629
ITPRIPL1,0.00528297281837806,0.053199302780278,0.348313481549731
AL353625.1,0.000903601774538315,0.0532145596812089,0.348313481549731
SESN1,0.0126746308642883,0.0532517383967566,0.348396871309849
CLIP1,0.00223459495165744,0.0534889148179507,0.349788059470048
PRR12,-0.00101163655732274,0.0535462761139138,0.350002619110479
ADAMTS7P4,-0.00580148763485365,0.0539937379053719,0.352765686333172
GNA12,-0.0027226317624097,0.0540426965717209,0.35292381233461
MDK,-0.00249777642830749,0.0541247312820738,0.353142722780801
GIMAP8,0.00925995579461415,0.0541257610322707,0.353142722780801
VCL,-0.000375200242657793,0.054248425051545,0.353781128789948
NR4A3,-0.000959534556433339,0.054356472355719,0.354323671652094
EIF3H,-0.0188254385419883,0.0544559753247209,0.354810047636755
SMARCB1,-0.00546349258835706,0.05454686367034,0.355239875963621
SPTLC2,-0.00170243954036125,0.0546839664823437,0.355840903726784
DCLRE1A,0.000417945553622399,0.0546890726757423,0.355840903726784
RPS19P1,0.00928245564696431,0.0548223141521524,0.356545123427502
MED22,0.00255215599184002,0.0550261752115647,0.357602445492223
STT3B,-0.0190210584315572,0.0550447596972829,0.357602445492223
MINDY2,-0.00614904934083461,0.0550601408428332,0.357602445492223
RPL18AP15,0.00961675653765259,0.0551051202242721,0.357731600144455
PI4KAP1,-0.00304768174016467,0.0552492425260284,0.358459682502671
NECAB3,-0.00244571016389751,0.0552675632814865,0.358459682502671
RPL21P39,-0.0189280201753345,0.0554400404589614,0.359317570092283
AL450405.1,-0.00487724069957624,0.0554502422981919,0.359317570092283
APRT,0.00385699220719353,0.0555552125777396,0.359820066816442
ACER3,-0.000216354584709614,0.0555796226113052,0.359820066816442
AL592293.2,-0.00428586732483836,0.0556035077999874,0.359820066816442
HIBCH,0.00135227468165787,0.0558107534778404,0.360962006462125
IL27RA,0.00292658038442334,0.0558306133732453,0.360962006462125
ARMC1,-0.00844705288047557,0.0559319520110491,0.361292585089182
WDR59,0.00393551385306733,0.0559324309267554,0.361292585089182
FTH1P12,-0.00421067696425039,0.05606873945943,0.361777454551876
PRKAR1A,-0.00640027678268971,0.0560723253269031,0.361777454551876
ORAI1,0.00538209820087242,0.0560836261615913,0.361777454551876
ZNF260,-0.00428575562456194,0.0562191310356292,0.362454533991994
E2F7,-0.000493930126933887,0.0562394380745154,0.362454533991994
EEF1A1P4,-0.00160620092351867,0.0562837600672335,0.362576269100081
ITGAE,-0.0072897782854515,0.0564231912015692,0.363310304322299
SEC63P1,-0.00164066029389169,0.0565489477940321,0.363955665802132
AL603766.1,-0.00641573933422359,0.0565924259469089,0.363958829225025
UBA52P7,-0.00188383665174228,0.0566004997469051,0.363958829225025
FTO,0.00035078874981058,0.056697622816042,0.364340152603133
AC020898.1,-0.0250523433083473,0.0567146644455043,0.364340152603133
PCBP3,-0.00397422673263643,0.0567364715754037,0.364340152603133
FTH1P5,0.00161447425136026,0.0568216000659699,0.364722526132583
GYG1,0.00584706404115719,0.0568574270958162,0.364753188312622
NHLRC3,-0.00623722585662326,0.0568852783867627,0.364753188312622
TOP1,-0.0220531300646611,0.0569100641005336,0.364753188312622
AC245060.5,-0.0111421821932393,0.0569287208189944,0.364753188312622
CCDC50,-0.00578362296466085,0.0570120099577813,0.365122737627193
SAT1,0.000924856513215875,0.0571216992055842,0.365660953693223
CCDC86,0.000881743053773821,0.0572481676352215,0.366306049285331
EML4,0.0197818226117181,0.0572780055506054,0.366332546940077
UBA1,-0.00589365702117681,0.0575095857260833,0.367648723816611
IDH3B,0.00347008500928475,0.0577439647202135,0.368961391478689
IL2RG,0.0150772579960068,0.0577666825042392,0.368961391478689
NDFIP2,-0.007161500718991,0.0578176802548953,0.369089246658412
SPIN1,-0.00197320321383558,0.0578384804317404,0.369089246658412
PGM3,0.00313266352262222,0.0578658204168141,0.369098494792886
AMMECR1,0.00353881656925199,0.0578970429533281,0.369132488525333
ADCY7,0.00989379769077688,0.0579865593577232,0.369537948235897
PIK3AP1,0.00801041190238802,0.0580269846643833,0.36958145038933
RPL12P31,0.0013649683052693,0.0580452348079201,0.36958145038933
MAGED1,-0.0073952060572692,0.0582664390318385,0.370824265552629
FTLP3,-0.0144090409862199,0.0583097197410818,0.370934120762544
MXD3,0.00220787312521166,0.0583879969748952,0.371266407169539
